Concurrent Users,Total Waiting Time,Total Service Time, Maximum Workload,Average Waiting Time,Average Service Time
2535,1180,7290,28,0.47,2.88
4774,2208,14050,33,0.46,2.94
3047,1084,8860,30,0.36,2.91
2592,1122,7470,30,0.43,2.88
1889,1853,5340,30,0.98,2.83
3994,1319,11700,32,0.33,2.93
1921,738,5400,31,0.38,2.81
2458,894,7020,30,0.36,2.86
2129,745,6120,30,0.35,2.87
2193,920,6280,30,0.42,2.86
659,572,1690,21,0.87,2.56
1616,748,4650,29,0.46,2.88
3514,1522,10290,31,0.43,2.93
271,233,710,14,0.86,2.62
102,138,190,15,1.35,1.86
3438,1608,10140,31,0.47,2.95
19,18,60,7,0.95,3.16
4613,1463,13580,33,0.32,2.94
3164,1079,9200,29,0.34,2.91
4499,3788,13290,32,0.84,2.95
2462,906,7020,28,0.37,2.85
3914,1413,11530,32,0.36,2.95
4192,2767,12330,31,0.66,2.94
3118,1056,9060,31,0.34,2.91
2572,940,7380,30,0.37,2.87
1565,920,4450,30,0.59,2.84
495,357,1310,21,0.72,2.65
2511,1156,7220,30,0.46,2.88
482,569,1300,20,1.18,2.70
1951,701,5510,31,0.36,2.82
2169,791,6230,30,0.36,2.87
3041,1267,8850,30,0.42,2.91
2751,1194,7920,30,0.43,2.88
1724,763,4950,29,0.44,2.87
3087,1146,9000,30,0.37,2.92
1550,688,4400,30,0.44,2.84
831,602,2170,31,0.72,2.61
4701,1960,13820,31,0.42,2.94
2491,1920,7140,29,0.77,2.87
1211,580,3270,31,0.48,2.70
1287,830,3580,28,0.64,2.78
463,465,1240,21,1.00,2.68
3375,1174,9940,29,0.35,2.95
1241,594,3440,29,0.48,2.77
2295,1238,6540,30,0.54,2.85
2304,857,6550,31,0.37,2.84
1630,1041,4670,26,0.64,2.87
4450,2392,13120,42,0.54,2.95
3101,1025,9020,30,0.33,2.91
302,362,820,16,1.20,2.72
18,21,60,8,1.17,3.33
3057,1549,8890,30,0.51,2.91
4539,2415,13360,33,0.53,2.94
4168,1834,12290,32,0.44,2.95
835,508,2180,29,0.61,2.61
1815,1841,5140,30,1.01,2.83
2779,1765,8010,30,0.64,2.88
617,409,1640,21,0.66,2.66
2343,988,6680,28,0.42,2.85
2857,1077,8240,30,0.38,2.88
3707,1654,10820,32,0.45,2.92
4239,1397,12490,32,0.33,2.95
4882,1483,14330,31,0.30,2.94
2403,1290,6820,29,0.54,2.84
1110,710,2880,30,0.64,2.59
4110,1413,12050,32,0.34,2.93
4122,1432,12100,33,0.35,2.94
1531,1026,4320,30,0.67,2.82
2652,953,7650,30,0.36,2.88
126,103,250,16,0.82,1.98
1687,556,4820,29,0.33,2.86
2749,2125,7920,30,0.77,2.88
3583,1823,10540,33,0.51,2.94
3858,1500,11280,33,0.39,2.92
1725,698,4950,29,0.40,2.87
3742,1345,10930,31,0.36,2.92
4395,1652,12960,31,0.38,2.95
4423,1527,13070,32,0.35,2.96
4718,1603,13880,32,0.34,2.94
4218,1218,12410,33,0.29,2.94
201,158,490,16,0.79,2.44
2001,744,5650,30,0.37,2.82
1864,982,5260,30,0.53,2.82
1939,991,5480,28,0.51,2.83
4630,2037,13610,32,0.44,2.94
1302,527,3600,29,0.40,2.76
135,78,280,15,0.58,2.07
4674,1847,13740,33,0.40,2.94
1184,697,3160,30,0.59,2.67
1369,980,3790,30,0.72,2.77
4628,1845,13610,32,0.40,2.94
3032,1679,8820,30,0.55,2.91
2716,910,7820,32,0.34,2.88
3822,1387,11160,33,0.36,2.92
4781,1440,14050,31,0.30,2.94
2392,1390,6800,31,0.58,2.84
1014,672,2660,30,0.66,2.62
2846,888,8200,29,0.31,2.88
454,373,1220,21,0.82,2.69
4128,1375,12160,31,0.33,2.95
1154,719,3060,30,0.62,2.65
1427,657,4010,31,0.46,2.81
3034,1360,8820,31,0.45,2.91
3085,1050,9000,29,0.34,2.92
3951,2640,11610,33,0.67,2.94
2289,1052,6520,31,0.46,2.85
458,944,1230,21,2.06,2.69
1000,398,2640,30,0.40,2.64
3341,1033,9870,30,0.31,2.95
2566,1662,7370,31,0.65,2.87
1765,807,5020,29,0.46,2.84
3514,1506,10290,31,0.43,2.93
2870,1035,8260,30,0.36,2.88
4362,1931,12880,31,0.44,2.95
560,268,1470,22,0.48,2.63
2037,1558,5760,30,0.76,2.83
2222,1276,6320,30,0.57,2.84
204,183,500,16,0.90,2.45
4812,1641,14170,32,0.34,2.94
972,773,2580,30,0.80,2.65
189,85,470,15,0.45,2.49
2519,1115,7240,31,0.44,2.87
1804,642,5140,30,0.36,2.85
3721,1288,10880,33,0.35,2.92
1220,1209,3330,31,0.99,2.73
2477,1260,7090,29,0.51,2.86
4828,1693,14210,33,0.35,2.94
3662,1176,10710,33,0.32,2.92
621,437,1640,21,0.70,2.64
1114,918,2890,31,0.82,2.59
1742,2340,5000,30,1.34,2.87
4569,1808,13430,31,0.40,2.94
1226,896,3340,29,0.73,2.72
4495,1842,13280,33,0.41,2.95
1458,831,4090,30,0.57,2.81
413,453,1140,16,1.10,2.76
4134,1734,12190,32,0.42,2.95
864,498,2210,30,0.58,2.56
3001,2012,8700,30,0.67,2.90
1036,656,2700,30,0.63,2.61
430,808,1170,16,1.88,2.72
1036,395,2700,29,0.38,2.61
4513,1959,13300,32,0.43,2.95
3740,1345,10930,33,0.36,2.92
1105,533,2860,26,0.48,2.59
504,294,1320,21,0.58,2.62
1749,687,5010,31,0.39,2.86
1951,682,5510,30,0.35,2.82
1908,881,5360,29,0.46,2.81
232,221,570,15,0.95,2.46
3666,1236,10730,33,0.34,2.93
4284,2114,12640,33,0.49,2.95
3786,1077,11100,33,0.28,2.93
530,412,1420,21,0.78,2.68
1006,614,2650,29,0.61,2.63
3859,1139,11290,32,0.30,2.93
3393,1394,9990,30,0.41,2.94
4889,2290,14380,33,0.47,2.94
1042,445,2720,29,0.43,2.61
4362,1486,12880,32,0.34,2.95
2615,1386,7540,30,0.53,2.88
879,570,2260,29,0.65,2.57
1018,783,2670,30,0.77,2.62
1248,844,3470,30,0.68,2.78
3612,1662,10590,33,0.46,2.93
3481,1231,10250,30,0.35,2.94
1946,770,5500,30,0.40,2.83
1250,782,3470,31,0.63,2.78
3411,1506,10040,31,0.44,2.94
3631,1174,10640,32,0.32,2.93
4149,1423,12210,33,0.34,2.94
4292,1720,12700,33,0.40,2.96
2379,941,6780,30,0.40,2.85
2561,761,7360,29,0.30,2.87
3863,1265,11310,33,0.33,2.93
3852,1020,11270,31,0.26,2.93
4173,1503,12290,33,0.36,2.95
4922,1704,14470,33,0.35,2.94
3131,1198,9120,29,0.38,2.91
4426,2078,13080,30,0.47,2.96
4548,1528,13370,33,0.34,2.94
1040,841,2710,29,0.81,2.61
986,696,2600,30,0.71,2.64
2708,1572,7820,31,0.58,2.89
2418,1449,6880,29,0.60,2.85
2553,1326,7340,30,0.52,2.88
2262,1069,6440,29,0.47,2.85
4307,1536,12740,32,0.36,2.96
368,459,1000,16,1.25,2.72
2867,980,8250,29,0.34,2.88
89,124,170,16,1.39,1.91
567,505,1480,20,0.89,2.61
2219,905,6320,26,0.41,2.85
3932,1200,11560,32,0.31,2.94
1683,789,4800,30,0.47,2.85
2728,2281,7860,31,0.84,2.88
4597,2553,13530,31,0.56,2.94
426,389,1170,15,0.91,2.75
1744,693,5000,30,0.40,2.87
1691,1045,4830,30,0.62,2.86
2139,738,6120,29,0.35,2.86
286,110,780,16,0.38,2.73
3471,1776,10240,26,0.51,2.95
3766,2254,10990,29,0.60,2.92
1712,674,4890,31,0.39,2.86
4850,1550,14270,32,0.32,2.94
2945,1207,8520,31,0.41,2.89
93,179,170,16,1.92,1.83
1022,563,2680,28,0.55,2.62
2857,1174,8240,29,0.41,2.88
1611,2646,4630,29,1.64,2.87
1152,543,3060,31,0.47,2.66
957,456,2540,30,0.48,2.65
1789,857,5080,29,0.48,2.84
1210,542,3260,28,0.45,2.69
3666,1729,10730,32,0.47,2.93
633,329,1670,21,0.52,2.64
3393,1213,9990,30,0.36,2.94
4153,2291,12220,33,0.55,2.94
3903,1264,11480,31,0.32,2.94
2837,994,8180,30,0.35,2.88
80,130,160,15,1.63,2.00
3478,1333,10250,29,0.38,2.95
2921,1164,8380,31,0.40,2.87
3253,1359,9520,30,0.42,2.93
1112,910,2890,29,0.82,2.60
167,114,370,15,0.68,2.22
2615,963,7540,31,0.37,2.88
777,1017,1990,31,1.31,2.56
2309,1117,6570,31,0.48,2.85
1922,829,5410,29,0.43,2.81
986,652,2600,30,0.66,2.64
1010,544,2660,30,0.54,2.63
1332,995,3660,29,0.75,2.75
3033,999,8820,28,0.33,2.91
3024,979,8780,30,0.32,2.90
4960,2676,14620,32,0.54,2.95
363,328,980,15,0.90,2.70
3004,1317,8710,30,0.44,2.90
1114,1915,2890,30,1.72,2.59
4292,1601,12700,32,0.37,2.96
325,335,890,16,1.03,2.74
1439,575,4020,31,0.40,2.79
3142,1117,9160,26,0.36,2.92
555,431,1470,22,0.78,2.65
4687,1445,13770,32,0.31,2.94
858,423,2200,30,0.49,2.56
893,657,2290,30,0.74,2.56
2866,953,8250,30,0.33,2.88
904,721,2350,30,0.80,2.60
1789,1123,5080,29,0.63,2.84
4782,1887,14050,31,0.39,2.94
479,394,1290,22,0.82,2.69
4960,1540,14620,31,0.31,2.95
1518,731,4270,29,0.48,2.81
1572,797,4480,30,0.51,2.85
4634,1708,13610,32,0.37,2.94
1699,749,4860,29,0.44,2.86
2344,1241,6680,29,0.53,2.85
2313,970,6580,28,0.42,2.84
1381,749,3850,31,0.54,2.79
4169,2222,12290,33,0.53,2.95
4384,1364,12920,33,0.31,2.95
2382,1029,6780,31,0.43,2.85
513,486,1350,21,0.95,2.63
4978,1565,14650,30,0.31,2.94
2381,841,6780,30,0.35,2.85
4667,1550,13700,33,0.33,2.94
2809,1033,8120,30,0.37,2.89
3486,1407,10250,28,0.40,2.94
788,399,2040,29,0.51,2.59
391,413,1070,16,1.06,2.74
4114,1278,12060,31,0.31,2.93
329,345,910,15,1.05,2.77
3171,1061,9230,30,0.33,2.91
3433,1259,10140,30,0.37,2.95
1469,653,4110,29,0.44,2.80
859,2626,2200,29,3.06,2.56
4409,1377,13010,31,0.31,2.95
4410,1498,13010,33,0.34,2.95
1353,654,3730,29,0.48,2.76
1323,1255,3640,30,0.95,2.75
2504,1534,7190,30,0.61,2.87
2530,997,7270,30,0.39,2.87
4271,1165,12600,33,0.27,2.95
1267,629,3510,29,0.50,2.77
3368,1403,9940,30,0.42,2.95
1360,720,3750,31,0.53,2.76
387,213,1050,15,0.55,2.71
171,213,390,15,1.25,2.28
1089,882,2820,31,0.81,2.59
144,109,290,15,0.76,2.01
3283,2230,9650,30,0.68,2.94
2233,1143,6340,29,0.51,2.84
2025,824,5730,30,0.41,2.83
4965,1610,14620,32,0.32,2.94
4828,2099,14210,31,0.43,2.94
4313,1902,12750,32,0.44,2.96
2441,842,6970,30,0.34,2.86
3715,1351,10860,33,0.36,2.92
1801,716,5140,31,0.40,2.85
2881,1255,8270,29,0.44,2.87
1325,464,3640,28,0.35,2.75
3562,2260,10470,32,0.63,2.94
1092,554,2840,30,0.51,2.60
1293,609,3580,30,0.47,2.77
3542,1310,10380,33,0.37,2.93
2958,1231,8560,30,0.42,2.89
4160,1546,12280,31,0.37,2.95
2873,3058,8260,29,1.06,2.88
1624,735,4660,31,0.45,2.87
4269,1304,12590,33,0.31,2.95
3044,1164,8860,30,0.38,2.91
71,63,140,15,0.89,1.97
1474,1111,4120,30,0.75,2.80
1792,753,5080,31,0.42,2.83
1180,732,3150,29,0.62,2.67
3853,1363,11270,33,0.35,2.92
3481,1049,10250,29,0.30,2.94
4953,2097,14600,33,0.42,2.95
3212,1169,9350,30,0.36,2.91
3552,1273,10410,31,0.36,2.93
2276,809,6480,29,0.36,2.85
177,142,430,15,0.80,2.43
31,18,80,7,0.58,2.58
2599,998,7480,29,0.38,2.88
2393,907,6800,30,0.38,2.84
2986,1123,8680,29,0.38,2.91
305,479,840,16,1.57,2.75
2275,1077,6470,30,0.47,2.84
322,319,890,15,0.99,2.76
2434,963,6960,30,0.40,2.86
2882,1075,8270,30,0.37,2.87
2477,1332,7090,30,0.54,2.86
2537,1544,7300,31,0.61,2.88
75,48,150,15,0.64,2.00
2869,825,8260,30,0.29,2.88
1412,858,3930,29,0.61,2.78
810,854,2110,30,1.05,2.60
4003,1333,11730,32,0.33,2.93
1670,869,4790,30,0.52,2.87
3174,1178,9230,30,0.37,2.91
3750,1605,10950,31,0.43,2.92
341,442,920,15,1.30,2.70
4463,1860,13130,32,0.42,2.94
4081,1407,12000,32,0.34,2.94
2988,1135,8680,29,0.38,2.90
3621,1620,10610,33,0.45,2.93
844,757,2180,30,0.90,2.58
2713,1034,7820,31,0.38,2.88
3099,1161,9020,31,0.37,2.91
3302,1173,9740,31,0.36,2.95
1137,498,2960,29,0.44,2.60
1607,735,4620,29,0.46,2.87
68,132,120,11,1.94,1.76
3500,1232,10290,30,0.35,2.94
4219,1537,12410,33,0.36,2.94
2227,1011,6340,31,0.45,2.85
1805,708,5140,31,0.39,2.85
246,277,660,15,1.13,2.68
695,840,1830,21,1.21,2.63
552,341,1470,21,0.62,2.66
4202,1529,12370,32,0.36,2.94
3866,1718,11320,33,0.44,2.93
4689,3634,13770,32,0.78,2.94
3877,1592,11350,33,0.41,2.93
1313,744,3610,30,0.57,2.75
2552,953,7340,30,0.37,2.88
3175,1556,9240,29,0.49,2.91
258,131,660,15,0.51,2.56
4086,1347,12030,33,0.33,2.94
4609,1497,13550,33,0.32,2.94
538,726,1440,21,1.35,2.68
41,60,90,9,1.46,2.20
713,524,1870,21,0.73,2.62
1354,863,3730,30,0.64,2.75
3541,1606,10370,31,0.45,2.93
3600,1335,10570,33,0.37,2.94
2188,829,6270,31,0.38,2.87
4551,1530,13380,32,0.34,2.94
462,398,1240,22,0.86,2.68
2613,1486,7540,30,0.57,2.89
61,77,120,18,1.26,1.97
2277,906,6480,30,0.40,2.85
3750,2089,10950,33,0.56,2.92
978,418,2580,30,0.43,2.64
2127,802,6100,31,0.38,2.87
205,81,500,15,0.40,2.44
4256,2013,12550,33,0.47,2.95
4457,2751,13130,31,0.62,2.95
1651,759,4730,31,0.46,2.86
4281,1370,12610,33,0.32,2.95
4847,3035,14270,33,0.63,2.94
567,530,1480,21,0.93,2.61
553,599,1470,21,1.08,2.66
4914,1857,14440,31,0.38,2.94
3317,1203,9800,31,0.36,2.95
3978,1229,11660,33,0.31,2.93
490,412,1310,21,0.84,2.67
1299,640,3590,30,0.49,2.76
4933,1952,14500,31,0.40,2.94
4174,2149,12300,33,0.51,2.95
463,348,1240,21,0.75,2.68
3619,1500,10610,30,0.41,2.93
1328,440,3650,29,0.33,2.75
480,648,1290,21,1.35,2.69
3918,1476,11540,33,0.38,2.95
884,659,2270,31,0.75,2.57
2674,1076,7700,30,0.40,2.88
851,447,2190,30,0.53,2.57
4405,1400,13000,32,0.32,2.95
3399,1132,10010,31,0.33,2.94
1164,427,3090,29,0.37,2.65
897,416,2300,30,0.46,2.56
557,437,1470,21,0.78,2.64
3191,1152,9290,30,0.36,2.91
2667,1358,7690,27,0.51,2.88
2413,1095,6880,31,0.45,2.85
3656,2144,10690,33,0.59,2.92
3528,1290,10310,32,0.37,2.92
4427,1524,13080,32,0.34,2.95
1325,655,3640,30,0.49,2.75
305,287,840,15,0.94,2.75
3630,1434,10640,33,0.40,2.93
4015,1734,11790,32,0.43,2.94
76,78,160,15,1.03,2.11
3571,1196,10510,31,0.33,2.94
2991,1946,8680,30,0.65,2.90
4649,1595,13620,31,0.34,2.93
4531,1599,13350,32,0.35,2.95
1101,554,2860,30,0.50,2.60
4914,1402,14440,31,0.29,2.94
2437,888,6970,30,0.36,2.86
2674,1076,7700,30,0.40,2.88
551,409,1470,21,0.74,2.67
4874,1849,14320,33,0.38,2.94
4354,1444,12880,31,0.33,2.96
2508,1720,7220,31,0.69,2.88
3858,1208,11280,33,0.31,2.92
3540,1134,10370,32,0.32,2.93
4491,1445,13270,30,0.32,2.95
4460,1315,13130,35,0.29,2.94
686,358,1790,21,0.52,2.61
2880,1073,8270,31,0.37,2.87
3183,1251,9270,30,0.39,2.91
1641,715,4700,29,0.44,2.86
3577,1441,10520,33,0.40,2.94
2536,896,7290,49,0.35,2.87
1015,613,2670,31,0.60,2.63
2283,892,6510,30,0.39,2.85
47,67,110,8,1.43,2.34
779,426,1990,30,0.55,2.55
390,398,1060,16,1.02,2.72
896,478,2300,31,0.53,2.57
3522,1468,10290,32,0.42,2.92
289,294,790,16,1.02,2.73
1006,924,2650,30,0.92,2.63
824,480,2160,31,0.58,2.62
2582,1562,7440,30,0.60,2.88
3982,1555,11670,33,0.39,2.93
2408,1053,6840,26,0.44,2.84
4856,1966,14290,33,0.40,2.94
1984,20243,5620,27,10.20,2.83
3066,1239,8920,39,0.40,2.91
2848,1059,8200,30,0.37,2.88
3826,1286,11170,42,0.34,2.92
1576,917,4480,30,0.58,2.84
1458,640,4090,30,0.44,2.81
3301,2024,9740,30,0.61,2.95
3988,1804,11690,32,0.45,2.93
1410,1000,3920,30,0.71,2.78
2631,1414,7590,30,0.54,2.88
4940,2217,14530,32,0.45,2.94
1536,655,4330,31,0.43,2.82
2047,948,5770,28,0.46,2.82
2915,923,8340,31,0.32,2.86
3464,1054,10220,30,0.30,2.95
4148,1304,12210,32,0.31,2.94
1895,1273,5340,31,0.67,2.82
1448,558,4030,31,0.39,2.78
2403,991,6820,30,0.41,2.84
1861,899,5260,29,0.48,2.83
1217,777,3320,29,0.64,2.73
943,368,2480,30,0.39,2.63
3241,1079,9480,30,0.33,2.93
4251,1365,12510,33,0.32,2.94
4935,1743,14510,31,0.35,2.94
4381,1417,12910,33,0.32,2.95
3195,1177,9300,31,0.37,2.91
970,946,2580,30,0.98,2.66
2596,1036,7480,31,0.40,2.88
4040,1839,11840,32,0.46,2.93
3605,1902,10570,33,0.53,2.93
2498,1659,7160,30,0.66,2.87
1702,1656,4860,30,0.97,2.86
3361,1461,9900,30,0.43,2.95
2191,1029,6270,28,0.47,2.86
1023,626,2680,29,0.61,2.62
1840,717,5210,30,0.39,2.83
2320,904,6600,32,0.39,2.84
1895,820,5340,29,0.43,2.82
1882,886,5300,30,0.47,2.82
300,439,820,16,1.46,2.73
4518,1629,13300,33,0.36,2.94
1813,796,5140,29,0.44,2.84
414,828,1140,16,2.00,2.75
3573,1287,10520,30,0.36,2.94
1056,551,2750,30,0.52,2.60
2792,1076,8070,30,0.39,2.89
730,2031,1890,22,2.78,2.59
865,423,2210,30,0.49,2.55
2532,1044,7280,30,0.41,2.88
1672,688,4790,30,0.41,2.86
3399,1161,10010,30,0.34,2.94
4644,3006,13610,32,0.65,2.93
3318,1519,9800,31,0.46,2.95
584,443,1510,20,0.76,2.59
4243,1521,12500,31,0.36,2.95
752,488,1920,30,0.65,2.55
1996,750,5650,26,0.38,2.83
3740,1168,10930,31,0.31,2.92
2168,931,6230,30,0.43,2.87
1687,866,4820,30,0.51,2.86
1219,576,3320,29,0.47,2.72
91,170,170,15,1.87,1.87
975,567,2580,30,0.58,2.65
229,231,560,16,1.01,2.45
1297,851,3590,30,0.66,2.77
3194,1076,9300,30,0.34,2.91
3342,1146,9870,30,0.34,2.95
2811,1208,8130,30,0.43,2.89
3562,1837,10470,32,0.52,2.94
918,534,2380,31,0.58,2.59
1944,823,5490,31,0.42,2.82
1571,1183,4480,28,0.75,2.85
2041,1356,5770,30,0.66,2.83
735,652,1900,24,0.89,2.59
260,290,670,15,1.12,2.58
369,335,1000,15,0.91,2.71
2514,1014,7240,30,0.40,2.88
1173,443,3140,30,0.38,2.68
2720,1068,7840,31,0.39,2.88
2613,1004,7540,26,0.38,2.89
2255,1426,6400,29,0.63,2.84
1542,686,4350,29,0.44,2.82
76,176,160,15,2.32,2.11
3164,1081,9200,31,0.34,2.91
3844,1329,11220,30,0.35,2.92
4254,2103,12540,32,0.49,2.95
460,518,1240,21,1.13,2.70
1445,692,4030,30,0.48,2.79
1372,758,3800,30,0.55,2.77
3570,1160,10510,32,0.32,2.94
3266,1067,9590,30,0.33,2.94
3126,1335,9080,30,0.43,2.90
3437,1022,10140,31,0.30,2.95
1296,766,3590,30,0.59,2.77
2892,1083,8290,29,0.37,2.87
2856,1004,8240,30,0.35,2.89
2042,740,5770,29,0.36,2.83
3137,1029,9150,30,0.33,2.92
1849,910,5240,31,0.49,2.83
3254,1075,9520,30,0.33,2.93
1967,883,5560,30,0.45,2.83
3114,1055,9060,29,0.34,2.91
920,587,2390,30,0.64,2.60
818,603,2130,31,0.74,2.60
2762,1130,7960,30,0.41,2.88
1111,622,2890,28,0.56,2.60
1409,712,3920,31,0.51,2.78
4909,2066,14440,33,0.42,2.94
1426,652,4010,31,0.46,2.81
84,74,160,15,0.88,1.90
63,64,120,11,1.02,1.90
94,40,170,15,0.43,1.81
2465,1043,7040,28,0.42,2.86
4432,1499,13110,32,0.34,2.96
3071,1336,8930,31,0.44,2.91
1954,1119,5510,30,0.57,2.82
4754,1521,14000,32,0.32,2.94
848,618,2190,30,0.73,2.58
1136,556,2960,31,0.49,2.61
1847,950,5220,29,0.51,2.83
975,537,2580,29,0.55,2.65
4713,1624,13880,33,0.34,2.95
1900,734,5340,31,0.39,2.81
2516,940,7240,29,0.37,2.88
460,338,1240,21,0.73,2.70
4784,1464,14070,33,0.31,2.94
2720,945,7840,29,0.35,2.88
1589,1146,4540,31,0.72,2.86
2283,851,6510,30,0.37,2.85
405,457,1120,15,1.13,2.77
456,314,1230,21,0.69,2.70
2383,829,6780,30,0.35,2.85
3322,1508,9800,31,0.45,2.95
3662,1263,10710,33,0.34,2.92
3835,1315,11200,32,0.34,2.92
3789,1564,11100,31,0.41,2.93
2266,803,6460,30,0.35,2.85
2258,988,6410,30,0.44,2.84
2821,870,8150,30,0.31,2.89
597,463,1570,21,0.78,2.63
335,363,910,16,1.08,2.72
1640,719,4700,26,0.44,2.87
4311,1722,12740,33,0.40,2.96
1710,1102,4880,29,0.64,2.85
594,259,1560,21,0.44,2.63
1655,887,4740,31,0.54,2.86
3319,1017,9800,29,0.31,2.95
3122,1262,9060,31,0.40,2.90
4099,1260,12040,32,0.31,2.94
4574,1384,13440,31,0.30,2.94
3046,1930,8860,31,0.63,2.91
492,384,1310,22,0.78,2.66
4767,2178,14030,31,0.46,2.94
3918,1210,11540,31,0.31,2.95
4548,1407,13370,33,0.31,2.94
3554,1434,10430,33,0.40,2.93
1054,535,2740,30,0.51,2.60
4862,2112,14310,32,0.43,2.94
2949,1232,8540,28,0.42,2.90
1654,691,4740,30,0.42,2.87
1235,618,3380,30,0.50,2.74
1079,575,2810,29,0.53,2.60
2577,979,7410,29,0.38,2.88
3677,1530,10760,31,0.42,2.93
1368,627,3790,29,0.46,2.77
4983,1956,14690,32,0.39,2.95
2734,1256,7870,30,0.46,2.88
4529,1352,13330,32,0.30,2.94
4679,1601,13750,31,0.34,2.94
4053,3218,11900,31,0.79,2.94
2726,1031,7850,31,0.38,2.88
4012,1860,11790,33,0.46,2.94
4171,1300,12290,32,0.31,2.95
1792,685,5080,30,0.38,2.83
2128,917,6110,30,0.43,2.87
3557,1216,10460,31,0.34,2.94
1971,739,5570,30,0.37,2.83
1137,552,2960,30,0.49,2.60
607,637,1590,21,1.05,2.62
4300,1698,12710,31,0.39,2.96
1973,705,5590,31,0.36,2.83
4627,1466,13610,31,0.32,2.94
4539,1452,13360,32,0.32,2.94
3416,1314,10090,31,0.38,2.95
4313,1603,12750,33,0.37,2.96
1108,653,2880,30,0.59,2.60
2262,1059,6440,29,0.47,2.85
127,123,250,15,0.97,1.97
3135,1262,9150,31,0.40,2.92
3615,1241,10600,33,0.34,2.93
3318,1099,9800,29,0.33,2.95
1539,692,4340,30,0.45,2.82
2978,1632,8660,29,0.55,2.91
1982,973,5620,31,0.49,2.84
1107,1085,2880,29,0.98,2.60
1054,521,2740,30,0.49,2.60
1309,620,3600,29,0.47,2.75
1595,711,4580,26,0.45,2.87
4041,1644,11840,31,0.41,2.93
628,386,1660,21,0.61,2.64
3243,1473,9490,30,0.45,2.93
1671,780,4790,30,0.47,2.87
481,584,1300,22,1.21,2.70
1014,606,2660,30,0.60,2.62
4138,2813,12190,32,0.68,2.95
1132,1058,2950,30,0.93,2.61
1592,556,4560,29,0.35,2.86
1643,648,4710,30,0.39,2.87
1369,573,3790,29,0.42,2.77
2473,815,7070,30,0.33,2.86
275,363,720,19,1.32,2.62
3711,1243,10820,32,0.33,2.92
151,83,290,16,0.55,1.92
2897,1143,8310,31,0.39,2.87
71,48,140,13,0.68,1.97
925,456,2410,30,0.49,2.61
971,581,2580,28,0.60,2.66
3129,1198,9110,30,0.38,2.91
1361,773,3750,30,0.57,2.76
388,381,1050,15,0.98,2.71
4037,1950,11830,32,0.48,2.93
1708,683,4870,28,0.40,2.85
4848,2300,14270,32,0.47,2.94
1310,615,3610,29,0.47,2.76
463,367,1240,21,0.79,2.68
1910,1198,5360,29,0.63,2.81
1519,647,4280,30,0.43,2.82
4403,1344,13000,32,0.31,2.95
1080,481,2810,31,0.45,2.60
234,149,570,16,0.64,2.44
4052,2703,11900,30,0.67,2.94
874,479,2240,29,0.55,2.56
1400,1434,3890,30,1.02,2.78
1363,680,3770,30,0.50,2.77
3115,1285,9060,30,0.41,2.91
163,94,350,16,0.58,2.15
3622,1088,10620,32,0.30,2.93
2391,948,6800,31,0.40,2.84
730,364,1890,21,0.50,2.59
128,97,250,13,0.76,1.95
3480,1591,10250,31,0.46,2.95
4940,1935,14530,30,0.39,2.94
2970,1154,8630,29,0.39,2.91
2614,1039,7540,31,0.40,2.88
2045,752,5770,30,0.37,2.82
3927,1195,11550,31,0.30,2.94
4616,1694,13590,33,0.37,2.94
3028,873,8790,29,0.29,2.90
4001,1241,11730,32,0.31,2.93
1625,741,4660,30,0.46,2.87
4743,2058,13980,33,0.43,2.95
1873,813,5280,29,0.43,2.82
4831,2250,14240,33,0.47,2.95
2051,907,5790,30,0.44,2.82
173,81,390,15,0.47,2.25
4138,1726,12190,32,0.42,2.95
3892,2231,11420,31,0.57,2.93
4731,1806,13940,33,0.38,2.95
1730,759,4950,30,0.44,2.86
4150,2017,12210,33,0.49,2.94
1164,460,3090,29,0.40,2.65
2972,2531,8640,31,0.85,2.91
902,526,2320,44,0.58,2.57
738,470,1900,26,0.64,2.57
4480,1423,13210,32,0.32,2.95
2749,987,7920,30,0.36,2.88
1738,706,4970,31,0.41,2.86
4434,1929,13110,30,0.44,2.96
2795,1038,8090,23,0.37,2.89
4825,1487,14200,32,0.31,2.94
1438,605,4020,30,0.42,2.80
3965,1199,11650,33,0.30,2.94
3902,1283,11480,33,0.33,2.94
1276,647,3550,29,0.51,2.78
1997,737,5650,30,0.37,2.83
2795,887,8090,30,0.32,2.89
2800,1097,8090,31,0.39,2.89
4863,1639,14310,31,0.34,2.94
3296,1095,9720,30,0.33,2.95
3843,1293,11220,31,0.34,2.92
2972,1095,8640,31,0.37,2.91
3635,2196,10660,30,0.60,2.93
2301,1430,6550,29,0.62,2.85
3515,1318,10290,30,0.37,2.93
842,494,2180,31,0.59,2.59
1666,778,4780,30,0.47,2.87
4910,1607,14440,32,0.33,2.94
1662,677,4770,30,0.41,2.87
691,537,1820,21,0.78,2.63
3198,1272,9310,29,0.40,2.91
2849,1360,8210,30,0.48,2.88
882,606,2270,29,0.69,2.57
138,112,290,15,0.81,2.10
2956,1176,8560,28,0.40,2.90
563,384,1470,21,0.68,2.61
4358,1647,12880,33,0.38,2.96
1180,756,3150,31,0.64,2.67
902,532,2320,29,0.59,2.57
2462,1189,7020,30,0.48,2.85
2826,868,8160,31,0.31,2.89
2444,1027,6970,30,0.42,2.85
